cleaned_text,,label
thinkingface like usps republicans want privatize moneymouthface i wonder maralago shadow va leaders think veterans amp health care workers deaths are price pay speed privatization backhandindexpointingdown trump war va workers is exposing them coronavirus httpurl,UNINFORMATIVE,
trump kudlow said covid is contained cases also mn ok ct ky ne that is contained on th were cases tonight are cases that is contained hashtag_maga httpurl,INFORMATIVE,
white wine celebrate birthday todaycould last with death sentence exploding coronavirus amp trump chargegoes see damage done tornados amp cdc with red hat onthings go america trump don want center attention,UNINFORMATIVE,
today midday national prison radio audience will hear interview with chief executive will explaining people approaching end sentences are still operating hashtag_covid outbreak httpurl,UNINFORMATIVE,
the deaths hashtag_covid continue rise trinidad tobago we are trending rate percent this one broke it really did as goes i feel pain hearing fellow countryman die day day is right it is this is,UNINFORMATIVE,
can policymakers engineer recovery coronavirus read thoughts sonal desai httpurl,UNINFORMATIVE,
in last hours is almost deaths italy related coronavirus covid let is see uk trend compares italy is ah httpurl,INFORMATIVE,
uv have heard covid good high temps one left car with windows sunny fl maybe hot enough kill would land outside mask,UNINFORMATIVE,
this week podcast heaven roman mars singing one obscure song reply all covered recent super tech support segment time hand washing this week podcast hell ira glass self quarantining shook hands with someone tested positive covid,INFORMATIVE,
apparently someone scottsdale night clubs tested positive coronavirus all ot club rats better come correct approach wash ur handsssssss,INFORMATIVE,
gaza authorities confirm first two covid cases two palestinians returned pakistan were held quarantine return near egyptian border experts have warned epidemic gaza would likely disastrous httpurl via,INFORMATIVE,
ajk is st covid patient yrs old resident sudhnoti had returned taftan has fully recovered tests consecutive days tested ve he allowed day go home mirpur isolation hospital let is pray remaining patients also recover rapidly,INFORMATIVE,
total confirmed cases hashtag_coronavirus hashtag_southkorea jump amp deaths many south korean condemn government scapegoating religious group still opening border with hashtag_china httpurl hashtag_covid hashtag_southkorea hashtag_covid httpurl,INFORMATIVE,
yesterday hubei province announced will honor martyrs hashtag_covid pandemic among is hashtag_liwenliang ophthalmologist police punished trying warn colleagues virus ultimately killed httpurl,UNINFORMATIVE,
spida posts video update foldedhands donovan mitchell says things are going well recovery coronavirus moviecamera httpurl hashtag_nba,UNINFORMATIVE,
ask story the first jail inmate test positive covid rikers island michael tyson has died tyson jailed parole violation httpurl,INFORMATIVE,
the oldest hashtag_covid patient s korea aged is recovering pretty well days treatment body temp went back normal pneumonia remission now doctors are waiting negative test result httpurl,INFORMATIVE,
coronavirus nhs workers die with coronavirus health sec says ppe blame lt more risk hospital nhs workers are also infected many ways others are travel work shopping home exercising etc hashtag_coronavirus hashtag_covid httpurl,INFORMATIVE,
oh really beshear yarmuth rand paul attended event with people tested positive covid httpurl that days ago how many senators has infected negotiating relief bill hashtag_covidus,INFORMATIVE,
update hashtag_covid figures include countries have recovered in china recovered far my original american source data john hopkins csse is available refer source httpurl hashtag_coronavirusupdates hashtag_coronaviruscanada hashtag_cdnpoli httpurl,UNINFORMATIVE,
the first american deaths hashtag_coronavirus outside hashtag_washingtonstate have reported people hashtag_florida have died meanwhile hashtag_punktrump is campaign fundraiser hashtag_maralago moment imagine obama hashtag_potus doing hashtag_nationalcrisis,INFORMATIVE,
sars cov corona virus outbreak lasted year china sars civ covid corona virus is intense it might last even longer years eradicate,UNINFORMATIVE,
who will trust saquib nisar kkb nai ju kiya hai one will trust government give another fund what shame pensiveface hashtag_covid,UNINFORMATIVE,
king co advises highrisk residents stay home covid death toll reaches kpic httpurl more w ecosearch news httpurl web httpurl,INFORMATIVE,
hampton virginia veterans affairs hashtag_va restricting building entry points due hashtag_coronavirus concerns httpurl,UNINFORMATIVE,
our second weekly town hall hashtag_covid amp hashtag_homelessness addresses challenges people living outdoors our panel features hch leaders jim withers md amp james o connell md register amp join us pm ct april httpurl httpurl,UNINFORMATIVE,
people have tested positive novel corona virus kashmir with total cases jammu kashmir has reached gns hashtag_kashmir hashtag_covidpandemic hashtag_coronavirus,INFORMATIVE,
there are least cases coronavirus confirmed australia nsw has cases victoria has queensland has hashtag_covidaustralia,INFORMATIVE,
childcare centres are not safe blacktown rose sharon centre has people staff amp children were confirmed have covid saturday another people are close contacts confirmed cases have also diagnosed with virus close them all hashtag_covidau,INFORMATIVE,
the number deaths linked hashtag_covid scotland has risen yesterday there are also known cases rise last hours httpurl,INFORMATIVE,
hawaii has first case hashtag_coronavirus has devoting hour hawaii currently has capacity test officials trying retrace steps tourists cruise ship disembarked hilo amp tested positive virus we are affected,INFORMATIVE,
due current circumstances resulting covid are moving ecojustice conference scheduled october fall learn httpurl httpurl,UNINFORMATIVE,
so have total four people tested positive covid with history travel philippines taiwan japan australia usa,INFORMATIVE,
my sister is er physician contracted hashtag_covid work patient though tests have negative hasn able work since amp hospital employs independent contractors pay check weeks cut everyone hours due low census,INFORMATIVE,
pcr tests are available testing is done necessary people will tested doctor recommendation also patients recovering coronavirus are retested are discharged hospital httpurl,UNINFORMATIVE,
boycott smithfield foods plant sioux falls has covid cases cases south dakota and continue say protecting workers production continues gt people httpurl,INFORMATIVE,
over past hrs people hashtag_italy died hashtag_covid virus death toll rise here are exclusive scenes italy has hashtag_lockeddown since last weeks please stay home everyone amp selfisolate hashtag_coronaviruspandemic hashtag_coronaviruspakistan httpurl,INFORMATIVE,
gt deaths illness hashtag_coronavirus hashtag_pandemic will cause painful two weeks according president donald hashtag_trump the hashtag_dowjones lost points close the s amp p fell points futures httpurl,UNINFORMATIVE,
yearold leilani jordan died covid working grocery store failed provide gloves hand sanitizer grocery clerks are essential workers miust treated employers government customers httpurl,INFORMATIVE,
fantasy predictions v shaped recovery china have dashed hashtag_covid hashtag_coronavirus httpurl in fact china can crank factory will risk second round effect infections httpurl httpurl,UNINFORMATIVE,
